Model,Argmax_ACC,Argmax_F1W,Best_t(VAL),Test_ACC@t,Test_F1W@t
ResNet101V2,0.7022900763358778,0.6963464914071111,0.37000000000000005,0.6717557251908397,0.6820727495438158
